label,run,filename,total_packets,duration_sec,packets_per_sec,bytes_total,bytes_per_sec,pkt_size_mean,pkt_size_std,pkt_size_min,pkt_size_max,pkt_size_median,iat_mean,iat_std,iat_min,iat_max,iat_median,ratio_ip,ratio_tcp,ratio_udp,ratio_icmp,ratio_arp,count_ip,count_tcp,count_udp,count_icmp,count_arp,count_dns,flag_syn,flag_ack,flag_fin,flag_rst,flag_psh,flag_urg,syn_only_count,ratio_syn_only,ratio_syn_ack,tcp_win_mean,tcp_win_std,tcp_win_min,tcp_win_max,unique_src_ports,unique_dst_ports,port_entropy_dst,top_dst_port_count,http_pkts,https_pkts,rtsp_pkts,telnet_pkts,ssh_pkts,unique_src_ips,unique_dst_ips,ip_pair_count,src_ip_entropy,dst_ip_entropy,ttl_mean,ttl_std,ttl_min,ttl_max,payload_mean,payload_std,payload_max,n_has_payload,ratio_has_payload,max_payload_repeat,n_http_get,n_http_post,n_flows,pkts_per_flow_mean,pkts_per_flow_std,pkts_per_flow_max,bytes_per_flow_mean,bytes_per_flow_std,bytes_per_flow_max,top_flow_pkts,arp_who_has,arp_is_at,n_http_conn_ips,ratio_rtsp
dos_udp_flood,run_5,dos_udp_flood.pcap,47495,10.204982,4654.0995,1995434,195535.2871,42.0136,0.5238,42.0,70.0,42.0,0.000215,0.00219,3e-06,0.065312,1.6e-05,1.0,0.0005,0.9992,0.0002,0.0,47495,26,47459,10,0,0,13,13,0,13,0,0,13,0.5,1.0,512.0,512.0,0.0,1024.0,47462,15,0.0083,47459,0,0,0,0,0,2,2,2,0.006,0.006,63.9948,0.3056,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,16,2968.4375,11487.4144,47459.0,124714.625,482461.0353,1993278.0,47459,0,0,0,0.0
mixed_attack,run_5,mixed_attack.pcap,52232,9.972969,5237.3572,2891440,289927.7089,55.3576,1.894,54.0,58.0,54.0,0.000191,0.001354,-0.000158,0.06303,9e-06,1.0,1.0,0.0,0.0,0.0,52232,52232,0,0,0,0,34505,17726,0,17727,0,0,17791,0.3406,1.9466,20740.8393,29840.7777,0.0,64240.0,17512,17283,5.8254,33492,5,33494,3,1,1,2,2,2,0.9242,0.9242,63.3426,2.4333,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17727,2.9465,251.6464,33492.0,163.1094,13588.9042,1808572.0,33492,0,0,2,0.0001
normal,run_5,normal.pcap,26,9.620512,2.7026,1456,151.3433,56.0,2.0,54.0,58.0,56.0,0.38482,0.396304,0.003501,0.798013,0.006036,1.0,1.0,0.0,0.0,0.0,26,26,0,0,0,0,13,13,0,13,0,0,13,0.5,1.0,512.0,512.0,0.0,1024.0,14,14,2.8502,13,0,0,0,0,0,2,2,2,1.0,1.0,55.6154,8.7314,39.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,14,1.8571,3.0905,13.0,104.0,165.8554,702.0,13,0,0,0,0.0
port_scan,run_5,port_scan.pcap,49165,9.973917,4929.357,2753370,276057.0262,56.0026,2.0,54.0,58.0,58.0,0.000203,0.003704,-6.1e-05,0.798939,2.7e-05,1.0,1.0,0.0,0.0,0.0,49165,49165,0,0,0,0,24615,24550,0,24550,0,0,24614,0.5006,1.0026,513.9627,587.1452,0.0,64240.0,24548,24607,8.3072,24533,1,0,1,0,0,2,2,2,1.0,1.0,55.4826,8.8545,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,24608,1.9979,156.3817,24533.0,111.8892,8444.6133,1324786.0,24533,0,0,0,0.0
replay_attack,run_5,replay_attack.pcap,41,10.056204,4.0771,2266,225.3335,55.2683,1.8613,54.0,58.0,54.0,0.251405,0.339267,1e-06,0.798484,0.057995,1.0,1.0,0.0,0.0,0.0,41,41,0,0,0,0,13,28,0,28,0,0,13,0.3171,0.4643,324.6829,476.5043,0.0,1024.0,28,16,2.3768,26,0,0,0,0,0,2,2,2,0.9012,0.9012,58.8293,6.8606,38.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,16,2.5625,6.0515,26.0,141.625,325.9465,1404.0,26,0,0,0,0.0
rtsp_brute_force,run_5,rtsp_brute_force.pcap,36,10.112059,3.5601,2104,208.0684,58.4444,5.3978,54.0,74.0,58.0,0.288916,0.362134,2.9e-05,0.797807,0.006162,1.0,1.0,0.0,0.0,0.0,36,36,0,0,0,0,17,20,2,14,0,0,15,0.4167,0.85,5875.5556,17696.5911,0.0,65160.0,17,17,3.2707,13,0,0,6,0,0,2,2,2,0.9978,0.9978,57.3056,8.4912,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17,2.1176,2.9879,13.0,123.7647,166.1663,702.0,13,0,0,0,0.1667
slowloris,run_5,slowloris.pcap,24,8.816306,2.7222,1344,152.4448,56.0,2.0,54.0,58.0,56.0,0.383318,0.396382,0.001587,0.79997,0.004684,1.0,1.0,0.0,0.0,0.0,24,24,0,0,0,0,12,12,0,12,0,0,12,0.5,1.0,512.0,512.0,0.0,1024.0,13,13,2.7925,12,0,0,0,0,0,2,2,2,1.0,1.0,55.2917,9.2892,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,13,1.8462,2.9312,12.0,103.3846,157.2169,648.0,12,0,0,0,0.0
brute_force_ssl,run_6,brute_force_ssl.pcap,56445,9.958135,5668.2302,3238387,325200.1618,57.3724,32.8622,54.0,1386.0,58.0,0.000176,0.000556,-0.000112,0.023556,3.5e-05,1.0,1.0,0.0,0.0,0.0,56445,56445,0,0,0,0,28029,28443,48,27994,189,0,28001,0.4961,0.9854,576.4614,2066.5321,0.0,65160.0,27954,27937,8.4241,27921,1,221,0,0,0,2,2,2,1.0,1.0,55.5419,8.8598,37.0,64.0,381.8466,410.0336,1320.0,189,0.0033,1,0,0,27946,2.0198,167.0117,27920.0,115.8802,9021.1884,1507684.0,27920,0,0,0,0.0
dos_http_flood,run_6,dos_http_flood.pcap,4231,9.969866,424.3788,1117915,112129.3903,264.22,486.5473,54.0,2241.0,66.0,0.002357,0.00842,-0.000181,0.072213,9.3e-05,1.0,1.0,0.0,0.0,0.0,4231,4231,0,0,0,0,413,3543,462,488,1613,0,213,0.0503,0.1166,6708.9135,18742.0257,0.0,65160.0,315,315,5.4382,1881,0,1881,0,0,0,2,2,2,0.9921,0.9921,63.4009,0.9985,40.0,64.0,498.876,666.1315,2175.0,1686,0.3985,2,0,0,315,13.4317,105.4808,1881.0,3548.9365,11866.0101,210656.0,1881,0,0,0,0.0
dos_syn_flood,run_6,dos_syn_flood.pcap,55110,10.207542,5398.9489,3105930,304277.942,56.3587,36.7858,54.0,1386.0,54.0,0.000185,0.001281,-0.000166,0.046125,9e-06,1.0,1.0,0.0,0.0,0.0,55110,55110,0,0,0,0,36620,18403,44,18403,43,0,18317,0.3324,1.9899,21507.1324,30134.8237,0.0,64240.0,18473,18358,5.6513,36694,2,36695,1,0,0,2,2,2,0.9189,0.9189,63.6622,0.5407,41.0,64.0,1294.9302,162.4707,1320.0,43,0.0008,1,0,0,18361,3.0015,270.7841,36694.0,169.1591,14622.4429,1981476.0,36694,0,0,1,0.0
dos_udp_flood,run_6,dos_udp_flood.pcap,46842,9.950165,4707.6607,1967980,197783.6589,42.0132,0.5193,42.0,70.0,42.0,0.000212,0.002181,1e-06,0.061044,7e-06,1.0,0.0005,0.9993,0.0002,0.0,46842,24,46808,10,0,0,12,12,0,12,0,0,12,0.5,1.0,512.0,512.0,0.0,1024.0,46811,14,0.0078,46808,0,0,0,0,0,2,2,2,0.0059,0.0059,63.9958,0.244,42.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,15,3122.8,11675.3613,46808.0,131198.6667,490354.2226,1965936.0,46808,0,0,0,0.0
mixed_attack,run_6,mixed_attack.pcap,51211,9.944763,5149.5444,2835122,285086.9294,55.3616,1.8954,54.0,58.0,54.0,0.000194,0.001353,-0.000135,0.050182,9e-06,1.0,1.0,0.0,0.0,0.0,51211,51211,0,0,0,0,33781,17430,0,17430,0,0,17434,0.3404,1.9381,20691.1212,29820.9152,0.0,64240.0,17010,16892,5.8435,32696,6,32698,3,1,1,2,2,2,0.9252,0.9252,63.3242,2.4781,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17360,2.9499,248.2541,32696.0,163.3135,13405.7217,1765588.0,32696,0,0,2,0.0001
normal,run_6,normal.pcap,24,8.820168,2.721,1344,152.378,56.0,2.0,54.0,58.0,56.0,0.383486,0.396261,0.003317,0.798259,0.004817,1.0,1.0,0.0,0.0,0.0,24,24,0,0,0,0,12,12,0,12,0,0,12,0.5,1.0,512.0,512.0,0.0,1024.0,13,13,2.7925,12,0,0,0,0,0,2,2,2,1.0,1.0,55.9583,7.8394,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,13,1.8462,2.9312,12.0,103.3846,157.2169,648.0,12,0,0,0,0.0
port_scan,run_6,port_scan.pcap,52587,10.226147,5142.4059,2944910,287978.4487,56.0007,2.0,54.0,58.0,58.0,0.000194,0.00334,-0.000101,0.717482,2.6e-05,1.0,1.0,0.0,0.0,0.0,52587,52587,0,0,0,0,26303,26284,0,26284,0,0,26303,0.5002,1.0007,512.185,512.0,0.0,1024.0,26189,26205,8.3603,26177,0,0,1,0,0,2,2,2,1.0,1.0,55.4918,8.8585,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,26206,2.0067,161.6953,26177.0,112.3754,8731.5208,1413558.0,26177,0,0,0,0.0
replay_attack,run_6,replay_attack.pcap,41,10.172985,4.0303,2266,222.7468,55.2683,1.8613,54.0,58.0,54.0,0.254325,0.338357,0.003982,0.797338,0.061087,1.0,1.0,0.0,0.0,0.0,41,41,0,0,0,0,13,28,0,28,0,0,13,0.3171,0.4643,324.6829,476.5043,0.0,1024.0,29,14,2.0745,28,0,0,0,0,0,2,2,2,0.9012,0.9012,58.4634,7.4673,40.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,14,2.9286,6.9536,28.0,161.8571,374.4623,1512.0,28,0,0,0,0.0
rtsp_brute_force,run_6,rtsp_brute_force.pcap,34,9.41421,3.6116,1992,211.595,58.5882,5.4993,54.0,74.0,58.0,0.285279,0.371045,2.5e-05,0.797615,0.00672,1.0,1.0,0.0,0.0,0.0,34,34,0,0,0,0,16,19,2,13,0,0,14,0.4118,0.8421,6191.0588,18159.9526,0.0,65160.0,16,16,3.2262,12,0,0,6,0,0,2,2,2,0.9975,0.9975,59.0,6.9197,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,16,2.125,2.8477,12.0,124.5,159.2019,648.0,12,0,0,0,0.1765
slowloris,run_6,slowloris.pcap,24,8.817508,2.7219,1344,152.424,56.0,2.0,54.0,58.0,56.0,0.38337,0.396155,0.003244,0.797691,0.005864,1.0,1.0,0.0,0.0,0.0,24,24,0,0,0,0,12,12,0,12,0,0,12,0.5,1.0,512.0,512.0,0.0,1024.0,13,13,2.7925,12,0,0,0,0,0,2,2,2,1.0,1.0,56.4167,8.7556,38.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,13,1.8462,2.9312,12.0,103.3846,157.2169,648.0,12,0,0,0,0.0
brute_force_ssl,run_7,brute_force_ssl.pcap,868,9.632575,90.1109,169866,17634.5365,195.6982,299.2173,54.0,1386.0,66.0,0.01111,0.052439,-7e-05,0.39854,0.000204,1.0,1.0,0.0,0.0,0.0,868,868,0,0,0,0,121,789,113,40,294,0,79,0.091,0.1534,6950.4136,18905.6846,0.0,65160.0,82,82,4.4584,345,0,345,0,0,0,2,2,2,0.9896,0.9896,62.6935,3.6107,38.0,64.0,381.8435,410.0352,1320.0,294,0.3387,1,0,0,82,10.5854,37.523,345.0,2071.5366,6134.6673,56120.0,345,0,0,0,0.0
dos_http_flood,run_7,dos_http_flood.pcap,1572,10.176913,154.4673,439053,43142.0608,279.2958,453.1294,54.0,1386.0,66.0,0.006478,0.013491,-1e-06,0.084641,0.001036,1.0,1.0,0.0,0.0,0.0,1572,1572,0,0,0,0,70,1557,0,15,555,0,13,0.0083,0.045,3175.3613,12131.8067,0.0,65160.0,306,427,6.291,594,0,594,0,0,0,2,2,2,0.9618,0.9618,63.2837,1.2675,44.0,64.0,603.5045,588.3888,1320.0,555,0.3531,2,0,0,427,3.6815,28.6225,594.0,1028.2272,3666.6884,75199.0,594,0,0,0,0.0
dos_syn_flood,run_7,dos_syn_flood.pcap,15474,9.977094,1550.9526,1128029,113061.8803,72.8983,146.3547,54.0,2241.0,54.0,0.000645,0.000748,-0.00021,0.00247,0.000277,1.0,1.0,0.0,0.0,0.0,15474,15474,0,0,0,0,9352,5402,360,5402,360,0,4682,0.3026,1.7312,19589.9672,29356.5728,0.0,64240.0,5046,5044,5.224,10060,0,10060,0,0,0,2,2,2,0.9333,0.9333,63.6364,0.7084,40.0,64.0,736.2917,612.9835,2175.0,360,0.0233,1,0,0,5045,3.0672,141.6051,10060.0,223.5935,7650.4441,543240.0,10060,0,0,0,0.0
dos_udp_flood,run_7,dos_udp_flood.pcap,46520,9.95911,4671.1001,1954484,196250.8694,42.0138,0.5293,42.0,70.0,42.0,0.000214,0.002169,0.0,0.064215,2.4e-05,1.0,0.0006,0.9992,0.0002,0.0,46520,26,46484,10,0,0,13,13,0,13,0,0,13,0.5,1.0,512.0,512.0,0.0,1024.0,46490,15,0.0084,46484,0,0,0,0,0,2,2,2,0.0061,0.0061,63.9945,0.3143,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,16,2907.5,11251.4045,46484.0,122155.25,472548.6195,1952328.0,46484,0,0,0,0.0
mixed_attack,run_7,mixed_attack.pcap,54539,10.200693,5346.5975,3017982,295860.4833,55.3362,1.8885,42.0,58.0,54.0,0.000187,0.001273,-0.000186,0.035505,1e-05,1.0,1.0,0.0,0.0,0.0,54539,54537,0,2,0,0,36315,18222,0,18222,0,0,18151,0.3328,1.9929,21566.6411,30156.6844,0.0,64240.0,18330,18215,5.6613,36254,3,36255,3,1,0,2,2,2,0.9191,0.9191,63.6478,0.7373,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,18228,2.992,268.5114,36254.0,165.5685,14499.614,1957720.0,36254,0,0,2,0.0001
normal,run_7,normal.pcap,24,8.818894,2.7214,1344,152.4001,56.0,2.0,54.0,58.0,56.0,0.38343,0.396165,0.003214,0.798226,0.006079,1.0,1.0,0.0,0.0,0.0,24,24,0,0,0,0,12,12,0,12,0,0,12,0.5,1.0,512.0,512.0,0.0,1024.0,13,13,2.7925,12,0,0,0,0,0,2,2,2,1.0,1.0,53.5833,10.3719,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,13,1.8462,2.9312,12.0,103.3846,157.2169,648.0,12,0,0,0,0.0
port_scan,run_7,port_scan.pcap,74,9.683161,7.6421,4116,425.0678,55.6216,3.0077,42.0,58.0,54.0,0.132646,0.167913,0.002707,0.400743,0.007142,1.0,0.973,0.0,0.027,0.0,74,72,0,2,0,0,36,36,0,36,0,0,36,0.5,1.0,512.0,512.0,0.0,1024.0,38,38,4.0441,24,1,0,0,1,1,2,2,2,1.0,1.0,55.8378,8.8867,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,40,1.85,3.9405,24.0,102.9,212.1683,1296.0,24,0,0,1,0.0
replay_attack,run_7,replay_attack.pcap,125,10.082983,12.3971,6894,683.7262,55.152,1.8113,54.0,58.0,54.0,0.081314,0.108879,1.2e-05,0.397347,0.059411,1.0,1.0,0.0,0.0,0.0,125,125,0,0,0,0,36,89,0,89,0,0,36,0.288,0.4045,294.912,463.699,0.0,1024.0,91,38,3.3026,54,1,0,0,0,0,2,2,2,0.8661,0.8661,58.592,7.9278,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,38,3.2895,9.3215,54.0,181.4211,502.64,2916.0,54,0,0,1,0.0
rtsp_brute_force,run_7,rtsp_brute_force.pcap,84,9.672693,8.6842,4792,495.4153,57.0476,4.0294,54.0,74.0,58.0,0.116538,0.159053,2.5e-05,0.39734,0.005577,1.0,1.0,0.0,0.0,0.0,84,84,0,0,0,0,41,44,2,38,0,0,39,0.4643,0.9318,2810.6667,11891.6098,0.0,65160.0,42,42,4.2568,25,0,0,6,0,0,2,2,2,0.9996,0.9996,56.4643,8.5209,38.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,42,2.0,4.0356,25.0,114.0952,218.9468,1350.0,25,0,0,0,0.0714
slowloris,run_7,slowloris.pcap,76,10.027151,7.5794,4256,424.4476,56.0,2.0,54.0,58.0,56.0,0.133695,0.160848,0.002249,0.398532,0.00544,1.0,1.0,0.0,0.0,0.0,76,76,0,0,0,0,38,38,0,38,0,0,38,0.5,1.0,512.0,512.0,0.0,1024.0,40,40,4.0738,26,0,0,0,0,0,2,2,2,1.0,1.0,55.7368,8.3672,38.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,40,1.9,4.2237,26.0,106.4,227.2726,1404.0,26,0,0,0,0.0
brute_force_ssl,run_8,brute_force_ssl.pcap,56193,9.971642,5635.2808,3161077,317006.6821,56.2539,14.298,54.0,1386.0,58.0,0.000177,0.000575,-5.3e-05,0.035588,3.9e-05,1.0,1.0,0.0,0.0,0.0,56193,56193,0,0,0,0,28045,28153,7,28071,35,0,28039,0.499,0.9962,524.5975,1033.0859,0.0,65160.0,28048,28007,8.4028,28003,1,42,0,0,0,2,2,2,1.0,1.0,55.5114,8.8539,37.0,64.0,381.9143,409.9981,1320.0,35,0.0006,1,0,0,28010,2.0062,167.3114,28003.0,112.8553,9034.9483,1512166.0,28003,0,0,0,0.0
dos_http_flood,run_8,dos_http_flood.pcap,4256,10.187181,417.7799,1114208,109373.5302,261.797,491.5504,54.0,2241.0,66.0,0.002394,0.008189,-0.000137,0.050745,9.5e-05,1.0,1.0,0.0,0.0,0.0,4256,4256,0,0,0,0,446,3549,437,515,1606,0,254,0.0597,0.1257,6433.1335,18352.9517,0.0,65160.0,322,322,5.5058,1846,0,1846,0,0,0,2,2,2,0.9923,0.9923,63.2075,2.123,37.0,64.0,504.3908,681.2941,2175.0,1658,0.3896,2,0,0,322,13.2174,102.4045,1846.0,3460.2733,11589.0298,207882.0,1846,0,0,0,0.0
dos_syn_flood,run_8,dos_syn_flood.pcap,51997,10.215075,5090.2223,2877210,281663.1429,55.3342,1.8859,54.0,58.0,54.0,0.000196,0.001368,-0.000215,0.050132,1e-05,1.0,1.0,0.0,0.0,0.0,51997,51997,0,0,0,0,34654,17343,0,17343,0,0,17373,0.3341,1.9982,21521.5909,30140.1407,0.0,64240.0,17470,17327,5.6291,34592,2,34593,1,0,0,2,2,2,0.9185,0.9185,63.6484,0.7322,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17347,2.9975,262.6265,34592.0,165.8621,14181.8023,1867968.0,34592,0,0,1,0.0
dos_udp_flood,run_8,dos_udp_flood.pcap,45271,9.962469,4544.1547,1903382,191055.2521,42.0442,0.8446,42.0,70.0,42.0,0.00022,0.002203,-0.0,0.038712,7e-06,1.0,0.0027,0.9971,0.0002,0.0,45271,123,45138,10,0,0,61,62,0,62,0,0,61,0.4959,0.9839,507.8374,511.9831,0.0,1024.0,45162,65,0.0399,45138,0,0,0,0,0,2,2,2,0.0171,0.0171,63.974,0.7038,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,66,685.9242,5513.6032,45138.0,28839.1212,231567.6277,1895796.0,45138,0,0,0,0.0
mixed_attack,run_8,mixed_attack.pcap,35784,9.411064,3802.3329,1976876,210058.7052,55.2447,1.8548,42.0,58.0,54.0,0.000263,0.010968,-0.000156,2.064022,1e-05,1.0,0.9999,0.0,0.0001,0.0,35784,35780,0,4,0,0,24711,11131,0,11068,0,0,13966,0.3903,2.22,19497.2937,29313.2835,0.0,64240.0,14035,10632,5.1417,24253,3,24253,2,1,1,2,2,2,0.8945,0.8945,63.5049,1.8879,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,10649,3.3603,235.0241,24253.0,185.6396,12691.3383,1309670.0,24253,0,0,1,0.0001
normal,run_8,normal.pcap,126,10.027568,12.5654,7056,703.6601,56.0,2.0,54.0,58.0,56.0,0.080221,0.1445,4.6e-05,0.375194,0.004088,1.0,1.0,0.0,0.0,0.0,126,126,0,0,0,0,63,63,0,63,0,0,63,0.5,1.0,512.0,512.0,0.0,1024.0,66,66,4.7445,26,0,0,0,0,0,2,2,2,1.0,1.0,55.7302,8.7454,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,66,1.9091,4.3822,26.0,106.9091,235.848,1404.0,26,0,0,0,0.0
port_scan,run_8,port_scan.pcap,48927,9.971388,4906.7391,2739882,274774.3817,55.9994,2.0,54.0,58.0,54.0,0.000204,0.002154,-0.000209,0.305258,3.9e-05,1.0,1.0,0.0,0.0,0.0,48927,48927,0,0,0,0,24456,24471,0,24471,0,0,24456,0.4998,0.9994,511.843,512.0,0.0,1024.0,24455,24437,8.301,24407,0,1,0,0,0,2,2,2,1.0,1.0,55.4745,8.8589,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,24438,2.0021,156.1124,24406.0,112.1156,8430.0459,1317924.0,24406,0,0,0,0.0
replay_attack,run_8,replay_attack.pcap,102,9.947237,10.2541,5676,570.6107,55.6471,1.9686,54.0,58.0,54.0,0.098487,0.391866,-8e-06,3.17811,0.017306,1.0,1.0,0.0,0.0,0.0,102,102,0,0,0,0,42,60,0,60,0,0,42,0.4118,0.7,421.6471,503.9646,0.0,1024.0,68,43,4.7154,14,1,0,0,0,0,2,2,2,0.9774,0.9774,57.3235,8.1242,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,43,2.3721,2.9885,14.0,132.0,161.6537,756.0,14,0,0,1,0.0
rtsp_brute_force,run_8,rtsp_brute_force.pcap,24,6.521519,3.6801,1344,206.087,56.0,2.0,54.0,58.0,56.0,0.283544,0.788558,0.002481,3.917195,0.003756,1.0,1.0,0.0,0.0,0.0,24,24,0,0,0,0,12,12,0,12,0,0,12,0.5,1.0,512.0,512.0,0.0,1024.0,20,20,4.2202,3,0,0,0,0,0,2,2,2,1.0,1.0,56.0417,8.3391,40.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,20,1.2,0.5099,3.0,67.2,26.6488,162.0,3,0,0,0,0.0
slowloris,run_8,slowloris.pcap,128,10.017136,12.7781,7168,715.5738,56.0,2.0,54.0,58.0,56.0,0.078875,0.109442,0.001808,0.315787,0.008686,1.0,1.0,0.0,0.0,0.0,128,128,0,0,0,0,64,64,0,64,0,0,64,0.5,1.0,512.0,512.0,0.0,1024.0,67,67,4.7624,26,0,0,0,0,0,2,2,2,1.0,1.0,55.4297,8.8686,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,67,1.9104,4.387,26.0,106.9851,236.1048,1404.0,26,0,0,0,0.0
brute_force_ssl,run_9,brute_force_ssl.pcap,993,10.070187,98.6079,190907,18957.6414,192.2528,296.8066,54.0,1386.0,66.0,0.010151,0.04263,-0.000214,0.398254,0.000231,1.0,1.0,0.0,0.0,0.0,993,993,0,0,0,0,157,883,108,70,329,0,110,0.1108,0.1778,6800.7855,18725.1917,0.0,65160.0,115,115,4.7465,383,0,383,0,0,0,2,2,2,0.9925,0.9925,62.4381,4.1515,37.0,64.0,381.8389,410.0376,1320.0,329,0.3313,1,0,0,115,8.6348,35.4247,383.0,1660.0609,5820.9162,62419.0,383,0,0,0,0.0
dos_http_flood,run_9,dos_http_flood.pcap,74,9.367804,7.8994,4252,453.8951,57.4595,5.2741,54.0,74.0,58.0,0.128326,0.16901,0.002531,0.544498,0.030117,1.0,1.0,0.0,0.0,0.0,74,74,0,0,0,0,40,34,0,34,0,0,40,0.5405,1.1765,5679.1351,17402.0916,0.0,64240.0,38,38,4.3883,12,0,6,0,0,0,2,2,2,0.9953,0.9953,56.0811,8.6239,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,38,1.9474,2.8741,12.0,111.8947,159.5342,648.0,12,0,0,0,0.0
dos_syn_flood,run_9,dos_syn_flood.pcap,52850,10.22514,5168.6332,2924252,285986.4906,55.3312,1.8848,54.0,58.0,54.0,0.000193,0.001341,-0.000162,0.067388,1e-05,1.0,1.0,0.0,0.0,0.0,52850,52850,0,0,0,0,35262,17588,0,17588,0,0,17710,0.3351,2.0049,21506.6496,30134.6222,0.0,64240.0,17834,17577,5.6191,35226,2,35227,1,0,0,2,2,2,0.9178,0.9178,63.6552,0.6785,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17592,3.0042,265.5713,35226.0,166.2262,14340.8184,1902204.0,35226,0,0,1,0.0
dos_udp_flood,run_9,dos_udp_flood.pcap,48227,10.207344,4724.7355,2026822,198565.0759,42.0267,0.6786,42.0,70.0,42.0,0.000212,0.002069,0.0,0.042738,2.7e-05,1.0,0.0015,0.9983,0.0002,0.0,48227,72,48145,10,0,0,36,36,0,36,0,0,36,0.5,1.0,512.0,512.0,0.0,1024.0,48157,40,0.0227,48145,0,0,0,0,0,2,2,2,0.0109,0.0109,63.989,0.4002,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,41,1176.2683,7426.4092,48145.0,49434.6829,311904.244,2022090.0,48145,0,0,0,0.0
mixed_attack,run_9,mixed_attack.pcap,52762,9.957551,5298.6923,2919460,293190.5575,55.3326,1.8873,42.0,58.0,54.0,0.000189,0.001229,-0.000196,0.03039,1e-05,1.0,1.0,0.0,0.0,0.0,52762,52760,0,2,0,0,35178,17583,0,17582,0,0,17672,0.335,2.0007,21487.3662,30127.4794,0.0,64240.0,17764,17563,5.6356,35098,4,35099,3,1,1,2,2,2,0.9182,0.9182,63.6437,0.7911,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,17591,2.9994,264.6138,35098.0,165.9633,14289.1172,1895292.0,35098,0,0,2,0.0001
normal,run_9,normal.pcap,80,9.615535,8.3199,4480,465.9127,56.0,2.0,54.0,58.0,56.0,0.121716,0.172069,-0.000112,0.541368,0.004663,1.0,1.0,0.0,0.0,0.0,80,80,0,0,0,0,40,40,0,40,0,0,35,0.4375,1.0,4463.0,15442.2791,0.0,64240.0,44,44,4.6225,13,0,5,0,0,0,2,2,2,1.0,1.0,56.025,8.9526,38.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,44,1.8182,2.7492,13.0,101.8182,147.3726,702.0,13,0,0,0,0.0
port_scan,run_9,port_scan.pcap,117,9.872672,11.8509,6530,661.4218,55.812,2.692,42.0,58.0,58.0,0.085109,0.113553,0.000101,0.586174,0.008049,1.0,0.9829,0.0,0.0171,0.0,117,115,0,2,0,0,59,56,0,56,0,0,58,0.5043,1.0536,1075.0609,5937.8543,0.0,64240.0,61,61,4.9336,20,2,2,2,1,0,2,2,2,0.9995,0.9995,54.8547,9.1933,37.0,64.0,0.0,0.0,0.0,0,0.0,0,0,0,63,1.8571,3.2991,20.0,103.6508,177.7269,1084.0,20,0,0,1,0.0171
replay_attack,run_9,replay_attack.pcap,101,9.95449,10.1462,5618,564.3684,55.6238,1.9643,54.0,58.0,54.0,0.099545,0.361439,7.7e-05,3.610312,0.049433,1.0,1.0,0.0,0.0,0.0,101,101,0,0,0,0,41,60,0,60,0,0,41,0.4059,0.6833,415.6832,502.8589,0.0,1024.0,76,39,4.2133,25,1,0,0,1,0,2,2,2,0.9743,0.9743,56.8515,8.4542,37.0,63.0,0.0,0.0,0.0,0,0.0,0,0,0,39,2.5897,4.4648,25.0,144.0513,240.2646,1350.0,25,0,0,1,0.0
